typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","19900101","1990","52","1990","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H0","HS","true","3307","Perfumery, cosmetic or toilet preparations; pre-shave, shaving, after-shave, bath preparations; personal deodorants and depilatories; room deodorisers, perfumed or not with disinfectant properties or not","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","235297","false","-1","N/A",,"true","235297","false",,"false",,"1499668","1499668","0","false","false",
"C","A","19900101","1990","52","1990","392","JPN","Japan","M","Import","0","W00","World","0","W00","World","H0","HS","true","3303","Perfumes and toilet waters","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1219012","false","-1","N/A",,"false","1219012","false",,"false","72222889",,"72222889","0","true","false",
"C","A","19900101","1990","52","1990","392","JPN","Japan","X","Export","0","W00","World","0","W00","World","H0","HS","true","3303","Perfumes and toilet waters","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","264292","false","-1","N/A",,"false","264292","false",,"false",,"3356386","3356386","0","true","false",
"C","A","19900101","1990","52","1990","410","KOR","Rep. of Korea","M","Import","0","W00","World","0","W00","World","H0","HS","true","3303","Perfumes and toilet waters","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","38636","false","-1","N/A",,"false","38636","false",,"false","970613",,"970613","0","true","false",
"C","A","19900101","1990","52","1990","410","KOR","Rep. of Korea","X","Export","0","W00","World","0","W00","World","H0","HS","true","3303","Perfumes and toilet waters","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4594","false","-1","N/A",,"false","4594","false",,"false",,"70499","70499","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","M","Import","0","W00","World","0","W00","World","H0","HS","true","3303","Perfumes and toilet waters","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1347706","false","-1","N/A",,"false","1347706","false",,"false",,"26080556","26080556","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","3303","Perfumes and toilet waters","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","48149","false","-1","N/A",,"false","48149","false",,"false",,"1135285","1135285","0","true","false",
"C","A","19900101","1990","52","1990","392","JPN","Japan","M","Import","0","W00","World","0","W00","World","H0","HS","true","3304","Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5986890","false","-1","N/A",,"false","5986890","false",,"false","185552279",,"185552279","0","true","false",
"C","A","19900101","1990","52","1990","392","JPN","Japan","X","Export","0","W00","World","0","W00","World","H0","HS","true","3304","Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4377775","false","-1","N/A",,"false","4377775","false",,"false",,"125309339","125309339","0","true","false",
"C","A","19900101","1990","52","1990","410","KOR","Rep. of Korea","M","Import","0","W00","World","0","W00","World","H0","HS","true","3304","Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2170129","false","-1","N/A",,"false","2170129","false",,"false","25398252",,"25398252","0","true","false",
"C","A","19900101","1990","52","1990","410","KOR","Rep. of Korea","X","Export","0","W00","World","0","W00","World","H0","HS","true","3304","Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","793682","false","-1","N/A",,"false","793682","false",,"false",,"9124204","9124204","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","M","Import","0","W00","World","0","W00","World","H0","HS","true","3304","Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4428962","false","-1","N/A",,"false","4428962","false",,"false",,"27988538","27988538","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","3304","Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","178791","false","-1","N/A",,"false","178791","false",,"false",,"1396910","1396910","0","true","false",
"C","A","19900101","1990","52","1990","392","JPN","Japan","M","Import","0","W00","World","0","W00","World","H0","HS","true","3305","Hair preparations; for use on the hair","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8483260","false","-1","N/A",,"false","8483260","false",,"false","50840665",,"50840665","0","true","false",
"C","A","19900101","1990","52","1990","392","JPN","Japan","X","Export","0","W00","World","0","W00","World","H0","HS","true","3305","Hair preparations; for use on the hair","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1995299","false","-1","N/A",,"false","1995299","false",,"false",,"18117580","18117580","0","true","false",
"C","A","19900101","1990","52","1990","410","KOR","Rep. of Korea","M","Import","0","W00","World","0","W00","World","H0","HS","true","3305","Hair preparations; for use on the hair","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1656969","false","-1","N/A",,"false","1656969","false",,"false","6518413",,"6518413","0","true","false",
"C","A","19900101","1990","52","1990","410","KOR","Rep. of Korea","X","Export","0","W00","World","0","W00","World","H0","HS","true","3305","Hair preparations; for use on the hair","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","451433","false","-1","N/A",,"false","451433","false",,"false",,"1281943","1281943","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","M","Import","0","W00","World","0","W00","World","H0","HS","true","3305","Hair preparations; for use on the hair","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6168445","false","-1","N/A",,"false","6168445","false",,"false",,"10518342","10518342","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","3305","Hair preparations; for use on the hair","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","572333","false","-1","N/A",,"false","572333","false",,"false",,"1203268","1203268","0","true","false",
"C","A","19900101","1990","52","1990","392","JPN","Japan","M","Import","0","W00","World","0","W00","World","H0","HS","true","3306","Oral or dental hygiene preparations; including fixative pastes and powders","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3139070","false","-1","N/A",,"false","3139070","false",,"false","17596710",,"17596710","0","true","false",
"C","A","19900101","1990","52","1990","392","JPN","Japan","X","Export","0","W00","World","0","W00","World","H0","HS","true","3306","Oral or dental hygiene preparations; including fixative pastes and powders","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1146772","false","-1","N/A",,"false","1146772","false",,"false",,"4428992","4428992","0","true","false",
"C","A","19900101","1990","52","1990","410","KOR","Rep. of Korea","M","Import","0","W00","World","0","W00","World","H0","HS","true","3306","Oral or dental hygiene preparations; including fixative pastes and powders","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","513751","false","-1","N/A",,"false","513751","false",,"false","2905335",,"2905335","0","true","false",
"C","A","19900101","1990","52","1990","410","KOR","Rep. of Korea","X","Export","0","W00","World","0","W00","World","H0","HS","true","3306","Oral or dental hygiene preparations; including fixative pastes and powders","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2196483","false","-1","N/A",,"false","2196483","false",,"false",,"6217980","6217980","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","M","Import","0","W00","World","0","W00","World","H0","HS","true","3306","Oral or dental hygiene preparations; including fixative pastes and powders","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","405149","false","-1","N/A",,"false","405149","false",,"false",,"2039712","2039712","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","3306","Oral or dental hygiene preparations; including fixative pastes and powders","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","62207","false","-1","N/A",,"false","62207","false",,"false",,"378330","378330","0","true","false",
"C","A","19900101","1990","52","1990","392","JPN","Japan","M","Import","0","W00","World","0","W00","World","H0","HS","true","3307","Perfumery, cosmetic or toilet preparations; pre-shave, shaving, after-shave, bath preparations; personal deodorants and depilatories; room deodorisers, perfumed or not with disinfectant properties or not","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4727774","false","-1","N/A",,"false","4727774","false",,"false","31492260",,"31492260","0","true","false",
"C","A","19900101","1990","52","1990","392","JPN","Japan","X","Export","0","W00","World","0","W00","World","H0","HS","true","3307","Perfumery, cosmetic or toilet preparations; pre-shave, shaving, after-shave, bath preparations; personal deodorants and depilatories; room deodorisers, perfumed or not with disinfectant properties or not","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4870623","false","-1","N/A",,"false","4870623","false",,"false",,"32708110","32708110","0","true","false",
