typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20010101","2001","52","2001","76","BRA","Brazil","M","Import","0","W00","World","0","W00","World","H1","HS","true","3303","Perfumes and toilet waters","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1774696","false","8","kg","1774696","false","1444581","false","0","false","16458085","15637473","16458085","0","false","true",
"C","A","20010101","2001","52","2001","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H1","HS","true","3303","Perfumes and toilet waters","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","495064","false","8","kg","495064","false","116071","false","0","false",,"1199644","1199644","0","false","true",
"C","A","20010101","2001","52","2001","76","BRA","Brazil","M","Import","0","W00","World","0","W00","World","H1","HS","true","3304","Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5849387.733","true","-1","N/A","0","false","5414501.733","true","0","false","37135014","34978757","37135014","6","false","true",
"C","A","20010101","2001","52","2001","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H1","HS","true","3304","Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4430422.453","true","-1","N/A","0","false","1895571.453","true","0","false",,"8024869","8024869","6","false","true",
"C","A","20010101","2001","52","2001","76","BRA","Brazil","M","Import","0","W00","World","0","W00","World","H1","HS","true","3305","Hair preparations; for use on the hair","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3022736","false","8","kg","3022736","false","2921470","false","0","false","10276349","9343090","10276349","0","false","true",
"C","A","20010101","2001","52","2001","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H1","HS","true","3305","Hair preparations; for use on the hair","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13486804","false","8","kg","13486804","false","14141904","false","0","false",,"24134432","24134432","0","false","true",
"C","A","20010101","2001","52","2001","76","BRA","Brazil","M","Import","0","W00","World","0","W00","World","H1","HS","true","3306","Oral or dental hygiene preparations; including fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4949018","false","8","kg","4949018","false","5016395","false","0","false","13501762","12436866","13501762","0","false","true",
"C","A","20010101","2001","52","2001","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H1","HS","true","3306","Oral or dental hygiene preparations; including fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23143466","false","8","kg","23143466","false","22849394","false","0","false",,"54671029","54671029","0","false","true",
"C","A","20010101","2001","52","2001","76","BRA","Brazil","M","Import","0","W00","World","0","W00","World","H1","HS","true","3307","Perfumery, cosmetic or toilet preparations; pre-shave, shaving, after-shave, bath preparations; personal deodorants and depilatories; room deodorisers, perfumed or not with disinfectant properties or not","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12976483.145","true","-1","N/A","0","false","12941095.145","true","0","false","43400143","41083820","43400143","6","false","true",
"C","A","20010101","2001","52","2001","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H1","HS","true","3307","Perfumery, cosmetic or toilet preparations; pre-shave, shaving, after-shave, bath preparations; personal deodorants and depilatories; room deodorisers, perfumed or not with disinfectant properties or not","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2306178.395","true","-1","N/A","0","false","1260229.395","true","0","false",,"6245636","6245636","6","false","true",
